,Store,Department,RMSE,Accuracy
1845,23,82,2675.74,0.8894
1846,23,83,error,error
1847,23,85,error,error
1848,23,87,4047.89,0.8861
1849,23,90,21097.25,0.0809
1850,23,91,20725.55,0.0742
1851,23,92,9444.28,0.8674
1852,23,93,error,error
1853,23,94,error,error
1854,23,95,6454.34,0.8866
1855,23,96,1890.84,0.8825
1856,23,97,6273.0,0.1708
1857,23,98,error,error
1858,23,99,error,error
1859,23,39,error,error
1860,23,50,1559.92,0.7763
1861,23,43,error,error
1862,23,65,error,error
1863,24,1,12098.37,0.3363
1864,24,2,3192.62,0.9234
1865,24,3,1998.11,0.8491
1866,24,4,2372.56,0.9229
1867,24,5,6887.36,0.682
1868,24,6,1750.67,0.5327
1869,24,7,9805.34,0.6252
1870,24,8,2738.76,0.9463
1871,24,9,9664.76,0.671
1872,24,10,3535.71,0.8727
1873,24,11,7928.36,0.5616
1874,24,12,817.22,0.8387
1875,24,13,2149.58,0.9283
1876,24,14,2010.2,0.8751
1877,24,16,67749.0,-1.6438
1878,24,17,1447.35,0.8826
1879,24,18,error,error
1880,24,19,error,error
1881,24,20,700.07,0.8786
1882,24,21,error,error
1883,24,22,3518.38,0.6918
1884,24,23,2685.68,0.9049
1885,24,24,1657.87,0.7063
1886,24,25,1624.22,0.8627
1887,24,26,1450.42,0.8026
1888,24,27,286.65,0.8257
1889,24,28,124.04,0.7766
1890,24,29,708.78,0.864
1891,24,30,429.99,0.891
1892,24,31,1253.87,0.4434
1893,24,32,1361.52,0.7766
1894,24,33,6592.48,-0.1607
1895,24,34,3142.14,0.8213
1896,24,35,1604.05,0.5289
1897,24,36,952.56,0.5727
1898,24,37,353.67,0.8833
1899,24,38,10371.01,0.8221
1900,24,40,6625.56,0.8608
1901,24,41,5653.0,-2.4313
1902,24,42,error,error
1903,24,44,608.34,0.8674
1904,24,45,error,error
1905,24,46,1539.62,0.9072
1906,24,47,error,error
1907,24,48,error,error
1908,24,49,1403.48,0.713
1909,24,51,error,error
1910,24,52,445.17,0.6519
1911,24,54,error,error
1912,24,55,3635.55,0.6183
1913,24,56,5902.44,-0.0172
1914,24,58,error,error
1915,24,59,89.14,0.5782
1916,24,60,error,error
1917,24,67,3617.89,0.6868
1918,24,71,2655.51,0.3903
1919,24,72,7833.1,0.8338
1920,24,74,1816.73,0.8743
1921,24,77,error,error
1922,24,78,error,error
1923,24,79,1695.26,0.922
1924,24,80,2189.46,0.9255
1925,24,81,1493.4,0.9414
1926,24,82,2984.45,0.8437
1927,24,83,653.43,0.8507
1928,24,85,398.78,0.7589
1929,24,87,2775.87,0.9005
1930,24,90,4887.57,0.9337
1931,24,91,4327.43,0.9168
1932,24,92,17112.14,0.8647
1933,24,93,4731.68,0.8887
1934,24,94,4453.89,0.9206
1935,24,95,6064.66,0.9386
1936,24,96,7160.83,0.5266
1937,24,97,1528.43,0.9241
1938,24,98,1279.42,0.8754
1939,24,99,error,error
1940,24,39,error,error
1941,24,50,528.6,0.5198
1942,24,43,error,error
1943,24,65,error,error
1944,25,1,10274.2,0.4364
1945,25,2,1693.36,0.9552
1946,25,3,4910.17,0.5905
1947,25,4,1597.6,0.9241
1948,25,5,3696.14,0.6133
1949,25,6,error,error
1950,25,7,4548.7,0.7109
1951,25,8,2014.83,0.934
1952,25,9,5195.21,0.7036
1953,25,10,4883.28,0.7681
1954,25,11,2696.19,0.7537
1955,25,12,892.14,0.7523
1956,25,13,1333.48,0.9479
1957,25,14,2285.0,0.7556
1958,25,16,10983.14,0.4872
1959,25,17,3052.13,0.6848
1960,25,18,error,error
1961,25,19,error,error
1962,25,20,557.63,0.855
1963,25,21,909.21,0.8183
1964,25,22,848.62,0.8481
1965,25,23,2370.87,0.8613
1966,25,24,1451.73,0.5113
1967,25,25,4012.4,0.4458
1968,25,26,1139.74,0.7047
1969,25,27,166.28,0.8308
1970,25,28,104.43,0.7966
1971,25,29,681.89,0.811
1972,25,30,514.84,0.7826
1973,25,31,550.53,0.6372
1974,25,32,676.0,0.8132
1975,25,33,1093.02,0.5951
1976,25,34,2019.14,0.8338
1977,25,35,3932.7,-0.6752
1978,25,36,error,error
1979,25,37,589.34,0.8
1980,25,38,7356.55,0.8239
1981,25,40,2482.67,0.9433
1982,25,41,3024.29,-0.3496
1983,25,42,701.37,0.8798
1984,25,44,778.55,0.7875
1985,25,45,error,error
1986,25,46,2031.44,0.8984
1987,25,47,error,error
1988,25,48,error,error
1989,25,49,2680.82,0.7705
1990,25,51,error,error
1991,25,52,756.69,0.4832
1992,25,54,error,error
1993,25,55,2029.8,0.515
1994,25,56,8132.19,-0.4069
1995,25,58,error,error
1996,25,59,64.8,0.7128
1997,25,60,error,error
1998,25,67,2021.74,0.769
1999,25,71,916.5,0.7057
2000,25,72,5239.08,0.8295
2001,25,74,1486.09,0.8712
2002,25,77,error,error
2003,25,78,error,error
2004,25,79,error,error
2005,25,80,error,error
2006,25,81,1198.16,0.8696
2007,25,82,1317.05,0.8818
2008,25,83,78.04,0.5634
2009,25,85,477.04,0.8429
2010,25,87,920.32,0.8688
2011,25,90,676.67,0.9445
2012,25,91,1667.85,0.7974
2013,25,92,2354.87,0.9437
2014,25,93,160.93,0.835
2015,25,94,error,error
2016,25,95,4390.17,0.9071
2017,25,96,error,error
2018,25,97,231.5,0.9201
2019,25,98,error,error
2020,25,99,error,error
2021,25,39,error,error
2022,25,50,535.22,0.7626
2023,25,43,error,error
2024,25,65,error,error
2025,26,1,5707.7,0.6798
2026,26,2,1428.96,0.9484
2027,26,3,1208.91,0.8377
2028,26,4,1110.91,0.9574
2029,26,5,3468.29,0.7301
2030,26,6,1283.31,0.6759
2031,26,7,3209.6,0.7679
2032,26,8,1971.44,0.932
2033,26,9,3357.0,0.8335
2034,26,10,1326.28,0.8752
2035,26,11,6166.62,0.5409
2036,26,12,732.77,0.8638
2037,26,13,1420.6,0.9354
2038,26,14,1021.73,0.8981
2039,26,16,41229.85,-1.3511
2040,26,17,976.72,0.8671
2041,26,18,error,error
2042,26,19,1051.31,0.1316
2043,26,20,478.66,0.8699
2044,26,21,974.94,0.8239
2045,26,22,1098.54,0.8186
2046,26,23,1566.14,0.8847
2047,26,24,476.58,0.8202
2048,26,25,6549.71,0.0568
2049,26,26,474.16,0.8612
2050,26,27,206.07,0.7765
2051,26,28,97.17,0.7069
2052,26,29,568.49,0.817
2053,26,30,423.07,0.8228
2054,26,31,399.1,0.6481
2055,26,32,1256.12,0.6729
2056,26,33,715.34,0.7741
2057,26,34,1677.52,0.7965
2058,26,35,667.13,0.643
2059,26,36,2211.55,-1.8357
2060,26,37,error,error
2061,26,38,error,error
2062,26,40,1666.97,0.9567
2063,26,41,2479.09,-0.9544
2064,26,42,786.95,0.731
2065,26,44,521.22,0.8538
2066,26,45,error,error
2067,26,46,1405.69,0.8576
2068,26,47,error,error
2069,26,48,error,error
2070,26,49,1206.27,0.6534
2071,26,51,error,error
2072,26,52,461.95,0.7034
2073,26,54,error,error
2074,26,55,error,error
2075,26,56,error,error
2076,26,58,error,error
2077,26,59,136.01,0.0055
2078,26,60,error,error
2079,26,67,1653.39,0.7625
2080,26,71,896.06,0.6273
2081,26,72,10220.34,0.7197
2082,26,74,1116.36,0.8759
2083,26,77,error,error
2084,26,78,error,error
2085,26,79,974.79,0.9185
2086,26,80,1298.85,0.9351
2087,26,81,1256.96,0.9384
2088,26,82,error,error
2089,26,83,1149.73,0.5379
2090,26,85,302.05,0.8184
2091,26,87,2490.97,0.9008
2092,26,90,8489.89,0.8561
2093,26,91,8241.87,0.7954
2094,26,92,9548.98,0.8959
2095,26,93,3216.9,0.8833
2096,26,94,3580.0,0.9215
2097,26,95,5656.8,0.9254
2098,26,96,2012.76,0.9061
2099,26,97,1519.96,0.9039
2100,26,98,777.23,0.8957
2101,26,99,error,error
2102,26,39,error,error
2103,26,50,error,error
2104,26,43,error,error
2105,26,65,error,error
2106,27,1,13043.84,0.5418
2107,27,2,7465.53,0.9067
2108,27,3,9719.25,0.6008
2109,27,4,5187.3,0.8783
2110,27,5,8727.74,0.5595
2111,27,6,1106.96,0.7857
2112,27,7,8629.48,0.7757
2113,27,8,2656.95,0.9354
2114,27,9,9261.86,0.7293
2115,27,10,3406.67,0.9054
2116,27,11,7248.89,0.651
2117,27,12,862.3,0.7735
2118,27,13,2941.62,0.9436
2119,27,14,2672.64,0.8999
2120,27,16,8896.4,0.7266
2121,27,17,3864.76,0.7661
2122,27,18,error,error
2123,27,19,error,error
2124,27,20,1601.68,0.8591
2125,27,21,1956.97,0.6971
2126,27,22,2677.3,0.8442
2127,27,23,9884.06,0.7399
2128,27,24,4594.68,0.5258
2129,27,25,1345.9,0.8943
2130,27,26,2014.06,0.8375
2131,27,27,277.53,0.8597
2132,27,28,222.5,0.7226
2133,27,29,1386.52,0.8264
2134,27,30,715.14,0.8704
2135,27,31,926.78,0.7433
2136,27,32,1621.0,0.8023
2137,27,33,3174.15,0.6536
2138,27,34,4392.04,0.7581
2139,27,35,1255.93,0.7078
2140,27,36,1466.22,0.4558
2141,27,37,error,error
2142,27,38,5832.65,0.847
2143,27,40,16025.29,0.7744
2144,27,41,16174.19,-7.1577
2145,27,42,4139.81,0.5969
2146,27,44,597.43,0.8645
2147,27,45,error,error
2148,27,46,2993.05,0.928
2149,27,47,error,error
2150,27,48,error,error
2151,27,49,2112.11,0.8018
2152,27,51,error,error
2153,27,52,1052.96,0.5936
2154,27,54,error,error
2155,27,55,2484.7,0.7037
2156,27,56,5217.35,0.3578
2157,27,58,error,error
2158,27,59,88.43,0.7224
2159,27,60,error,error
2160,27,67,5374.46,0.5293
2161,27,71,1942.75,0.8066
2162,27,72,11638.99,0.7706
2163,27,74,4773.61,0.8174
2164,27,77,error,error
2165,27,78,error,error
2166,27,79,2287.9,0.937
2167,27,80,1256.22,0.9503
2168,27,81,1743.38,0.9384
2169,27,82,11918.9,0.5592
2170,27,83,1667.44,0.8008
2171,27,85,725.91,0.8156
2172,27,87,2138.29,0.879
2173,27,90,5826.81,0.9353
2174,27,91,4144.28,0.9329
2175,27,92,11883.14,0.9158
2176,27,93,6124.04,0.8892
2177,27,94,6567.34,0.9051
2178,27,95,8870.48,0.9241
2179,27,96,8060.63,0.6497
2180,27,97,1506.86,0.9248
2181,27,98,1355.43,0.8749
2182,27,99,error,error
2183,27,39,error,error
2184,27,50,601.51,0.7753
2185,27,43,error,error
2186,27,65,error,error
2187,28,1,10584.34,0.4049
2188,28,2,4019.7,0.9265
2189,28,3,1643.51,0.8795
2190,28,4,2687.89,0.9002
2191,28,5,4184.95,0.7899
2192,28,6,error,error
2193,28,7,7083.39,0.6953
2194,28,8,3080.41,0.9039
2195,28,9,3057.26,0.837
2196,28,10,2456.37,0.8834
2197,28,11,2325.65,0.823
2198,28,12,481.9,0.8564
2199,28,13,2401.31,0.934
2200,28,14,1916.15,0.8638
2201,28,16,1281.22,0.8391
2202,28,17,929.04,0.8895
2203,28,18,error,error
2204,28,19,369.79,0.6946
2205,28,20,1564.11,0.6916
2206,28,21,430.68,0.9003
2207,28,22,752.46,0.9079
2208,28,23,2519.56,0.9143
2209,28,24,1247.71,0.8413
2210,28,25,1459.78,0.9016
2211,28,26,1281.77,0.8481
2212,28,27,994.67,0.2623
2213,28,28,140.18,0.7159
2214,28,29,549.02,0.8786
2215,28,30,454.69,0.8684
2216,28,31,1980.55,0.2326
2217,28,32,error,error
2218,28,33,1357.66,0.8318
2219,28,34,error,error
2220,28,35,707.84,0.7308
2221,28,36,457.12,0.6891
2222,28,37,348.39,0.7976
2223,28,38,6776.82,0.866
2224,28,40,2070.77,0.9528
2225,28,41,6047.15,-3.9986
2226,28,42,649.82,0.9002
2227,28,44,646.07,0.8495
2228,28,45,error,error
2229,28,46,1171.38,0.9407
2230,28,47,error,error
2231,28,48,error,error
2232,28,49,1315.17,0.897
2233,28,51,error,error
2234,28,52,447.63,0.7997
2235,28,54,error,error
2236,28,55,968.21,0.8489
2237,28,56,error,error
2238,28,58,18557.56,-1.7095
2239,28,59,133.88,0.1
2240,28,60,132.12,0.7532
2241,28,67,2338.12,0.6135
2242,28,71,error,error
2243,28,72,5549.89,0.8688
2244,28,74,1185.77,0.892
2245,28,77,error,error
2246,28,78,error,error
2247,28,79,3742.94,0.9107
2248,28,80,1741.25,0.9003
2249,28,81,2543.65,0.8839
2250,28,82,3014.41,0.829
2251,28,83,1919.67,0.7182
2252,28,85,5236.14,-2.9457
2253,28,87,2034.78,0.8539
2254,28,90,error,error
2255,28,91,11361.39,0.7983
2256,28,92,23759.55,0.7573
2257,28,93,14573.81,0.7081
2258,28,94,4713.25,0.8756
2259,28,95,16649.17,0.8236
2260,28,96,6915.85,0.7647
2261,28,97,6519.19,0.7227
2262,28,98,1507.17,0.8313
2263,28,99,error,error
2264,28,39,error,error
2265,28,50,error,error
2266,28,43,error,error
2267,28,65,error,error
2268,29,1,7341.35,0.4859
2269,29,2,error,error
2270,29,3,1229.28,0.8575
2271,29,4,1325.41,0.9186
2272,29,5,4301.77,0.533
2273,29,6,error,error
2274,29,7,3492.12,0.7629
2275,29,8,1977.67,0.9069
2276,29,9,4141.55,0.7002
2277,29,10,1191.26,0.8682
2278,29,11,3668.93,0.5616
2279,29,12,836.67,0.6507
2280,29,13,1164.3,0.9381
2281,29,14,1103.18,0.8727
2282,29,16,3601.82,0.6246
2283,29,17,1135.17,0.8426
2284,29,18,error,error
2285,29,19,error,error
2286,29,20,581.76,0.85
2287,29,21,626.05,0.8313
2288,29,22,866.42,0.8513
2289,29,23,2930.54,0.8481
2290,29,24,1271.87,0.7066
2291,29,25,890.27,0.8701
2292,29,26,807.58,0.7979
2293,29,27,221.65,0.8127
2294,29,28,93.64,0.8125
2295,29,29,886.58,0.7933
2296,29,30,485.83,0.8326
2297,29,31,364.77,0.7886
2298,29,32,1347.26,0.613
2299,29,33,1220.43,0.6864
2300,29,34,2110.28,0.7973
2301,29,35,519.36,0.7879
2302,29,36,error,error
2303,29,37,error,error
2304,29,38,5381.2,0.8759
2305,29,40,1950.89,0.9357
2306,29,41,263.63,0.7272
2307,29,42,565.73,0.8588
2308,29,44,441.2,0.7525
2309,29,45,error,error
2310,29,46,745.22,0.9397
2311,29,47,error,error
2312,29,48,error,error
2313,29,49,error,error
2314,29,51,error,error
2315,29,52,312.02,0.6077
2316,29,54,error,error
2317,29,55,1341.05,0.5672
2318,29,56,25905.51,-4.3149
2319,29,58,error,error
2320,29,59,108.08,0.2421
2321,29,60,error,error
2322,29,67,1779.36,0.7056
2323,29,71,1273.83,0.503
2324,29,72,4922.87,0.8005
2325,29,74,928.19,0.8907
2326,29,77,error,error
2327,29,78,error,error
2328,29,79,1008.25,0.8785
2329,29,80,error,error
2330,29,81,531.51,0.9018
2331,29,82,1579.9,0.8366
2332,29,83,156.46,0.8011
2333,29,85,323.51,0.7847
2334,29,87,1503.74,0.8313
2335,29,90,1170.29,0.8932
2336,29,91,584.91,0.8735
2337,29,92,2136.89,0.9199
2338,29,93,571.45,0.6331
2339,29,94,error,error
2340,29,95,2170.22,0.9329
2341,29,96,error,error
2342,29,97,288.45,0.8704
2343,29,98,error,error
2344,29,99,error,error
2345,29,39,error,error
2346,29,50,error,error
2347,29,43,error,error
2348,29,65,error,error
2349,30,1,1422.41,0.8425
2350,30,2,534.0,0.9574
2351,30,3,363.05,0.4907
2352,30,4,error,error
2353,30,5,error,error
2354,30,6,error,error
2355,30,7,125.45,0.5541
2356,30,8,1138.98,0.9042
2357,30,9,error,error
2358,30,10,71.48,0.6856
2359,30,11,116.68,0.8351
2360,30,12,error,error
2361,30,13,825.24,0.925
2362,30,14,149.88,0.8271
2363,30,16,375.05,0.7899
2364,30,17,error,error
2365,30,18,error,error
2366,30,19,error,error
2367,30,20,error,error
2368,30,21,207.67,0.815
2369,30,22,error,error
2370,30,23,error,error
2371,30,24,error,error
2372,30,25,error,error
2373,30,26,error,error
2374,30,27,error,error
2375,30,28,52.8,-0.2033
2376,30,29,error,error
2377,30,30,error,error
2378,30,31,error,error
2379,30,32,error,error
2380,30,33,error,error
2381,30,34,error,error
2382,30,35,error,error
2383,30,36,error,error
2384,30,37,error,error
2385,30,38,7507.21,0.8747
2386,30,40,3154.53,0.8673
2387,30,41,error,error
2388,30,42,42.54,0.4694
2389,30,44,error,error
2390,30,45,error,error
2391,30,46,408.98,0.9276
2392,30,47,error,error
2393,30,48,error,error
2394,30,49,error,error
2395,30,51,error,error
2396,30,52,error,error
2397,30,54,error,error
2398,30,55,error,error
2399,30,56,error,error
2400,30,58,error,error
2401,30,59,error,error
2402,30,60,error,error
2403,30,67,547.75,0.6133
2404,30,71,error,error
2405,30,72,error,error
2406,30,74,838.43,-7.7766
2407,30,77,error,error
2408,30,78,error,error
2409,30,79,709.35,0.8887
2410,30,80,657.31,0.9035
2411,30,81,962.91,0.9131
2412,30,82,error,error
2413,30,83,929.99,0.415
2414,30,85,error,error
2415,30,87,205.15,0.3835
2416,30,90,2018.79,0.9429
2417,30,91,1407.32,0.9547
2418,30,92,2726.58,0.9487
2419,30,93,2580.37,0.8889
2420,30,94,3068.55,0.8814
2421,30,95,3057.01,0.9336
2422,30,96,1059.9,0.9456
2423,30,97,682.69,0.9482
2424,30,98,582.99,0.8237
2425,30,99,error,error
2426,30,39,error,error
2427,30,50,error,error
2428,30,43,error,error
2429,30,65,error,error
2430,31,1,6143.76,0.6152
2431,31,2,2422.96,0.9591
2432,31,3,6277.97,0.4678
2433,31,4,2140.52,0.9401
2434,31,5,4170.17,0.6837
2435,31,6,1057.04,0.5147
2436,31,7,7552.14,0.5823
2437,31,8,1313.1,0.9474
2438,31,9,3006.26,0.7415
2439,31,10,2135.97,0.8928
2440,31,11,1554.31,0.8634
2441,31,12,597.33,0.7938
2442,31,13,1502.32,0.966
2443,31,14,1553.29,0.9053
2444,31,16,1974.36,0.8018
2445,31,17,1138.04,0.8476
2446,31,18,error,error
2447,31,19,error,error
2448,31,20,875.17,0.8688
2449,31,21,674.41,0.8282
2450,31,22,1112.78,0.8526
2451,31,23,2283.8,0.89
2452,31,24,1619.6,0.6484
2453,31,25,1062.55,0.8828
2454,31,26,1346.41,0.7961
2455,31,27,187.42,0.7896
2456,31,28,186.0,0.5373
2457,31,29,639.96,0.8511
2458,31,30,574.81,0.8272
2459,31,31,1031.97,0.5622
2460,31,32,1122.14,0.7957
2461,31,33,1117.32,0.7643
2462,31,34,1838.51,0.8682
2463,31,35,485.12,0.7085
2464,31,36,643.6,0.6032
2465,31,37,397.65,0.8441
2466,31,38,error,error
2467,31,40,2324.04,0.9596
2468,31,41,1172.89,0.0687
2469,31,42,1036.85,0.8119
2470,31,44,496.0,0.7582
2471,31,45,error,error
2472,31,46,1398.9,0.9464
2473,31,47,error,error
2474,31,48,error,error
2475,31,49,2273.7,0.7279
2476,31,51,error,error
2477,31,52,309.07,0.5231
2478,31,54,error,error
2479,31,55,1150.77,0.7958
2480,31,56,1241.39,0.3341
2481,31,58,2314.66,0.2735
2482,31,59,118.61,0.3606
2483,31,60,error,error
2484,31,67,error,error
2485,31,71,2000.74,0.5832
2486,31,72,14266.37,0.6206
2487,31,74,1819.48,0.8732
2488,31,77,error,error
2489,31,78,error,error
2490,31,79,4555.08,0.8756
2491,31,80,2256.9,0.8824
2492,31,81,1774.55,0.9306
2493,31,82,3630.15,0.8062
2494,31,83,1130.67,0.8768
2495,31,85,277.81,0.7492
2496,31,87,1424.75,0.8494
2497,31,90,3180.98,0.9641
2498,31,91,2738.19,0.9606
2499,31,92,5009.72,0.9612
2500,31,93,error,error
2501,31,94,3967.67,0.9448
2502,31,95,5906.51,0.9462
2503,31,96,2126.9,0.931
2504,31,97,2361.19,0.924
2505,31,98,1330.28,0.8597
2506,31,99,error,error
2507,31,39,error,error
2508,31,50,error,error
2509,31,43,error,error
2510,31,65,error,error
2511,32,1,9168.54,0.5988
2512,32,2,1851.69,0.9648
2513,32,3,4913.71,0.7263
2514,32,4,error,error
2515,32,5,error,error
2516,32,6,4070.43,-0.0833
2517,32,7,3985.76,0.8174
2518,32,8,1223.09,0.9492
2519,32,9,4273.47,0.853
2520,32,10,2926.82,0.8838
2521,32,11,2613.38,0.8252
2522,32,12,804.49,0.7773
2523,32,13,1138.16,0.9624
2524,32,14,1147.14,0.9201
2525,32,16,10487.54,0.4714
2526,32,17,1612.5,0.8527
2527,32,18,error,error
2528,32,19,571.76,0.66
2529,32,20,887.78,0.8314
2530,32,21,2526.21,0.4592
2531,32,22,1425.13,0.8325
2532,32,23,2333.94,0.8815
2533,32,24,898.96,0.7755
2534,32,25,1252.0,0.8457
2535,32,26,1118.93,0.8035
2536,32,27,error,error
2537,32,28,107.92,0.7982
2538,32,29,464.9,0.857
2539,32,30,809.98,0.6864
2540,32,31,936.66,0.602
2541,32,32,error,error
2542,32,33,842.51,0.7566
2543,32,34,1932.56,0.8307
2544,32,35,error,error
2545,32,36,2677.44,-0.8483
2546,32,37,640.54,0.763
2547,32,38,error,error
2548,32,40,2078.14,0.9654
2549,32,41,1648.13,0.5664
2550,32,42,error,error
2551,32,44,550.24,0.8755
2552,32,45,error,error
2553,32,46,1540.18,0.9472
2554,32,47,error,error
2555,32,48,error,error
2556,32,49,1211.34,0.7498
2557,32,51,error,error
2558,32,52,421.11,0.8316
2559,32,54,error,error
2560,32,55,1540.11,0.7628
2561,32,56,3806.67,0.4667
2562,32,58,9792.3,-3.8265
2563,32,59,80.0,0.7374
2564,32,60,336.21,0.5134
2565,32,67,3612.72,0.6102
2566,32,71,1130.14,0.7738
2567,32,72,7227.26,0.8245
2568,32,74,1600.33,0.8966
2569,32,77,error,error
2570,32,78,error,error
2571,32,79,1956.73,0.8679
2572,32,80,2430.79,0.8658
2573,32,81,750.79,0.9548
2574,32,82,2601.66,0.8547
2575,32,83,error,error
2576,32,85,742.03,0.5902
2577,32,87,1213.2,0.8558
2578,32,90,3564.53,0.9417
2579,32,91,1752.33,0.9628
2580,32,92,5120.03,0.9489
2581,32,93,1866.08,0.9415
2582,32,94,6082.09,0.879
2583,32,95,3402.13,0.9609
2584,32,96,557.97,0.7842
2585,32,97,error,error
2586,32,98,816.75,0.8931
2587,32,99,error,error
2588,32,39,error,error
2589,32,50,error,error
2590,32,43,error,error
2591,32,65,error,error
2592,33,1,1908.0,0.3284
2593,33,2,624.43,0.9249
2594,33,3,368872.46,-823.4392
2595,33,4,641.51,0.9035
2596,33,5,error,error
2597,33,6,error,error
2598,33,7,1827.82,-2.9053
2599,33,8,443.03,0.9018
2600,33,9,error,error
2601,33,10,62.07,0.5262
2602,33,11,422468.52,-2006.1117
2603,33,12,error,error
2604,33,13,623.64,0.9177
2605,33,14,212.19,0.7261
2606,33,16,573.37,-0.8562
2607,33,17,77.59,0.6622
2608,33,18,error,error
2609,33,19,error,error
2610,33,20,error,error
2611,33,21,50.9,0.602
2612,33,22,error,error
2613,33,23,error,error
2614,33,24,error,error
2615,33,25,error,error
2616,33,26,586.43,-3.1464
2617,33,27,error,error
2618,33,28,error,error
2619,33,29,error,error
2620,33,30,error,error
2621,33,31,error,error
2622,33,32,error,error
2623,33,33,error,error
2624,33,34,error,error
2625,33,35,error,error
2626,33,36,error,error
2627,33,37,error,error
2628,33,38,error,error
2629,33,40,654.45,0.9083
2630,33,41,error,error
2631,33,42,error,error
2632,33,44,error,error
2633,33,45,error,error
2634,33,46,259.63,0.8764
2635,33,47,error,error
2636,33,48,error,error
2637,33,49,error,error
2638,33,51,error,error
2639,33,52,error,error
2640,33,54,error,error
2641,33,55,error,error
2642,33,56,error,error
2643,33,58,error,error
2644,33,59,error,error
2645,33,60,39.37,0.6223
2646,33,67,223.1,0.7061
2647,33,71,error,error
2648,33,72,error,error
2649,33,74,82.74,0.7627
2650,33,77,error,error
2651,33,78,error,error
2652,33,79,1595.39,0.8711
2653,33,80,1242.83,0.817
2654,33,81,565.56,0.939
2655,33,82,326.77,0.9051
2656,33,83,1329.17,0.2604
2657,33,85,error,error
2658,33,87,error,error
2659,33,90,4221.88,0.8354
2660,33,91,1165.72,0.8986
2661,33,92,4421.4,0.8694
2662,33,93,4995.56,0.739
2663,33,94,10755.65,0.5793
2664,33,95,2246.66,0.9264
2665,33,96,949.01,0.9144
2666,33,97,639.84,0.887
2667,33,98,2403.01,0.6233
2668,33,99,error,error
2669,33,39,error,error
2670,33,50,error,error
2671,33,43,error,error
2672,33,65,error,error
2673,34,1,6395.68,0.6563
2674,34,2,2478.12,0.9283
2675,34,3,1706.35,0.8176
2676,34,4,1394.1,0.932
2677,34,5,5602.64,0.6658
2678,34,6,1037.29,0.6191
2679,34,7,2822.51,0.8266
2680,34,8,1809.55,0.9341
2681,34,9,3405.69,0.8258
2682,34,10,2345.32,0.8741
2683,34,11,3461.88,0.7744
2684,34,12,error,error
2685,34,13,1664.86,0.9309
2686,34,14,1070.33,0.8875
2687,34,16,error,error
2688,34,17,951.1,0.8553
2689,34,18,error,error
2690,34,19,error,error
2691,34,20,568.98,0.7982
2692,34,21,626.96,0.8434
2693,34,22,928.69,0.8317
2694,34,23,1124.27,0.9089
2695,34,24,621.28,0.7764
2696,34,25,791.88,0.8584
2697,34,26,795.53,0.806
2698,34,27,132.99,0.7884
2699,34,28,65.56,0.6758
2700,34,29,462.01,0.7592
2701,34,30,304.81,0.8417
2702,34,31,340.37,0.6249
2703,34,32,1774.81,0.5784
2704,34,33,870.86,0.7322
2705,34,34,1280.93,0.823
2706,34,35,504.61,0.6602
2707,34,36,497.7,0.3535
2708,34,37,323.35,0.8624
2709,34,38,4973.99,0.8942
2710,34,40,1622.51,0.9555
2711,34,41,error,error
2712,34,42,1662.21,0.6337
2713,34,44,1150.5,0.6602
2714,34,45,error,error
2715,34,46,1675.4,0.9006
2716,34,47,error,error
2717,34,48,error,error
2718,34,49,1540.14,0.5507
2719,34,51,error,error
2720,34,52,314.48,0.7441
2721,34,54,error,error
2722,34,55,1917.64,0.7323
2723,34,56,40978.44,-7.7077
2724,34,58,error,error
2725,34,59,81.2,0.6265
2726,34,60,error,error
2727,34,67,2104.24,0.7106
2728,34,71,error,error
2729,34,72,error,error
2730,34,74,605.81,0.9177
2731,34,77,error,error
2732,34,78,error,error
2733,34,79,1572.77,0.8947
2734,34,80,1802.54,0.8485
2735,34,81,1781.99,0.8962
2736,34,82,1809.14,0.8934
2737,34,83,463.74,0.8438
2738,34,85,385.01,0.7692
