,Store,Department,RMSE,Accuracy
2739,34,87,1416.3,0.8186
2740,34,90,1931.52,0.9574
2741,34,91,1817.48,0.9497
2742,34,92,3750.21,0.9473
2743,34,93,1564.68,0.9526
2744,34,94,error,error
2745,34,95,5775.84,0.9206
2746,34,96,1178.27,0.9423
2747,34,97,983.69,0.9473
2748,34,98,930.11,0.8763
2749,34,99,error,error
2750,34,39,error,error
2751,34,50,error,error
2752,34,43,error,error
2753,34,65,19822.27,0.5898
2754,35,1,6494.71,0.5635
2755,35,2,9340.79,0.8012
2756,35,3,16209.34,0.0783
2757,35,4,5958.36,0.6757
2758,35,5,5270.7,0.6798
2759,35,6,1603.49,0.6152
2760,35,7,23023.78,0.0622
2761,35,8,3946.32,0.7793
2762,35,9,5203.48,0.6846
2763,35,10,2045.72,0.8584
2764,35,11,9790.04,0.4882
2765,35,12,513.26,0.7508
2766,35,13,8502.83,0.7323
2767,35,14,7956.75,0.6847
2768,35,16,7161.44,0.0084
2769,35,17,2317.82,0.8432
2770,35,18,error,error
2771,35,19,error,error
2772,35,20,1505.88,0.8638
2773,35,21,435.25,0.865
2774,35,22,2927.48,0.849
2775,35,23,5902.95,0.8429
2776,35,24,4981.35,0.5335
2777,35,25,1537.07,0.8927
2778,35,26,2303.64,0.812
2779,35,27,221.25,0.8492
2780,35,28,error,error
2781,35,29,1652.35,0.7891
2782,35,30,625.63,0.8882
2783,35,31,1491.54,0.6521
2784,35,32,4894.0,0.2232
2785,35,33,2808.2,0.7163
2786,35,34,5189.03,0.8137
2787,35,35,602.24,0.7839
2788,35,36,4261.24,-0.368
2789,35,37,error,error
2790,35,38,5354.91,0.8541
2791,35,40,10276.72,0.7106
2792,35,41,18502.72,-11.2334
2793,35,42,1013.78,0.8658
2794,35,44,394.7,0.7785
2795,35,45,error,error
2796,35,46,3884.92,0.7647
2797,35,47,error,error
2798,35,48,error,error
2799,35,49,error,error
2800,35,51,error,error
2801,35,52,550.73,0.6286
2802,35,54,error,error
2803,35,55,2587.83,0.6395
2804,35,56,error,error
2805,35,58,error,error
2806,35,59,error,error
2807,35,60,47.66,0.4006
2808,35,67,2037.14,0.6187
2809,35,71,2967.07,0.7213
2810,35,72,37895.03,0.4544
2811,35,74,3039.45,0.848
2812,35,77,error,error
2813,35,78,error,error
2814,35,79,5827.43,0.7613
2815,35,80,error,error
2816,35,81,1565.11,0.7594
2817,35,82,3877.39,0.6458
2818,35,83,32181.22,-17.9974
2819,35,85,429.77,0.7434
2820,35,87,5088.92,0.5983
2821,35,90,2223.25,0.8272
2822,35,91,2021.65,0.7152
2823,35,92,7659.38,0.7739
2824,35,93,699.33,0.5781
2825,35,94,error,error
2826,35,95,7881.91,0.8181
2827,35,96,error,error
2828,35,97,1612.74,0.5507
2829,35,98,error,error
2830,35,99,error,error
2831,35,39,error,error
2832,35,50,error,error
2833,35,43,error,error
2834,35,65,error,error
2835,36,1,476.57,0.7892
2836,36,2,685.44,0.945
2837,36,3,643.38,-0.2145
2838,36,4,1257.45,0.8449
2839,36,5,error,error
2840,36,6,error,error
2841,36,7,181.74,0.5935
2842,36,8,625.59,0.8104
2843,36,9,error,error
2844,36,10,2220.58,-8.0802
2845,36,11,error,error
2846,36,12,error,error
2847,36,13,495.44,0.9549
2848,36,14,226.28,0.8255
2849,36,16,180.69,0.6704
2850,36,17,62.03,0.744
2851,36,18,error,error
2852,36,19,error,error
2853,36,20,error,error
2854,36,21,37.29,0.8039
2855,36,22,error,error
2856,36,23,error,error
2857,36,24,error,error
2858,36,25,error,error
2859,36,26,776.76,-3.0165
2860,36,27,error,error
2861,36,28,error,error
2862,36,29,error,error
2863,36,30,error,error
2864,36,31,error,error
2865,36,32,error,error
2866,36,33,error,error
2867,36,34,error,error
2868,36,35,error,error
2869,36,36,error,error
2870,36,37,error,error
2871,36,38,error,error
2872,36,40,700.52,0.9301
2873,36,41,error,error
2874,36,42,error,error
2875,36,44,error,error
2876,36,45,error,error
2877,36,46,331.7,0.8542
2878,36,47,error,error
2879,36,48,error,error
2880,36,49,error,error
2881,36,51,error,error
2882,36,52,error,error
2883,36,54,error,error
2884,36,55,error,error
2885,36,56,error,error
2886,36,58,error,error
2887,36,59,error,error
2888,36,60,100.26,0.0936
2889,36,67,170.59,0.6961
2890,36,71,error,error
2891,36,72,error,error
2892,36,74,185.07,0.6429
2893,36,77,error,error
2894,36,78,error,error
2895,36,79,2971.5,0.8084
2896,36,80,1095.37,0.9318
2897,36,81,913.07,0.912
2898,36,82,682.73,0.8592
2899,36,83,855.25,0.5741
2900,36,85,error,error
2901,36,87,error,error
2902,36,90,1420.15,0.9491
2903,36,91,807.15,0.9166
2904,36,92,2142.23,0.936
2905,36,93,2943.69,0.8116
2906,36,94,4850.43,0.8552
2907,36,95,10324.35,0.7114
2908,36,96,3785.82,0.7368
2909,36,97,1586.5,0.7066
2910,36,98,706.02,0.8812
2911,36,99,error,error
2912,36,39,error,error
2913,36,50,error,error
2914,36,43,error,error
2915,36,65,error,error
2916,37,1,2050.7,0.8116
2917,37,2,1073.46,0.9373
2918,37,3,692.35,0.4952
2919,37,4,870.67,0.9508
2920,37,5,489.66,0.4949
2921,37,6,error,error
2922,37,7,325.74,0.6286
2923,37,8,1234.8,0.9268
2924,37,9,error,error
2925,37,10,error,error
2926,37,11,345.66,0.8012
2927,37,12,107.17,0.5566
2928,37,13,918.1,0.9462
2929,37,14,244.52,0.8231
2930,37,16,369.16,0.8456
2931,37,17,254.38,0.2838
2932,37,18,error,error
2933,37,19,error,error
2934,37,20,error,error
2935,37,21,336.99,0.8042
2936,37,22,error,error
2937,37,23,error,error
2938,37,24,error,error
2939,37,25,39.11,0.5541
2940,37,26,error,error
2941,37,27,error,error
2942,37,28,35.31,0.5796
2943,37,29,error,error
2944,37,30,error,error
2945,37,31,error,error
2946,37,32,error,error
2947,37,33,error,error
2948,37,34,error,error
2949,37,35,error,error
2950,37,36,error,error
2951,37,37,error,error
2952,37,38,8242.01,0.8735
2953,37,40,error,error
2954,37,41,error,error
2955,37,42,77.14,0.437
2956,37,44,error,error
2957,37,45,error,error
2958,37,46,884.26,0.9004
2959,37,47,error,error
2960,37,48,error,error
2961,37,49,error,error
2962,37,51,error,error
2963,37,52,234583036144.39,-7508672386.4032
2964,37,54,error,error
2965,37,55,error,error
2966,37,56,error,error
2967,37,58,error,error
2968,37,59,195.19,-1.3073
2969,37,60,147.03,0.792
2970,37,67,777.56,0.7038
2971,37,71,error,error
2972,37,72,error,error
2973,37,74,211.47,0.711
2974,37,77,error,error
2975,37,78,error,error
2976,37,79,857.03,0.887
2977,37,80,601.93,0.9459
2978,37,81,408.21,0.9621
2979,37,82,885.52,0.8581
2980,37,83,310.73,0.8659
2981,37,85,error,error
2982,37,87,256.46,0.7941
2983,37,90,3426.99,0.9231
2984,37,91,1484.76,0.9526
2985,37,92,1826.68,0.9692
2986,37,93,1310.23,0.9426
2987,37,94,2423.06,0.9303
2988,37,95,2378.79,0.9555
2989,37,96,1102.54,0.9471
2990,37,97,619.2,0.9561
2991,37,98,609.54,0.8773
2992,37,99,error,error
2993,37,39,error,error
2994,37,50,error,error
2995,37,43,error,error
2996,37,65,error,error
2997,38,1,3682.97,0.5048
2998,38,2,error,error
2999,38,3,605.67,-0.1005
3000,38,4,1459.84,0.8736
3001,38,5,1011.84,-2.6293
3002,38,6,error,error
3003,38,7,313.93,0.2232
3004,38,8,665.25,0.9354
3005,38,9,59.0,0.425
3006,38,10,88.16,0.7622
3007,38,11,413.18,0.4699
3008,38,12,88.63,-0.3022
3009,38,13,686.32,0.9354
3010,38,14,222.11,0.767
3011,38,16,222.36,0.7444
3012,38,17,414.64,0.0783
3013,38,18,error,error
3014,38,19,error,error
3015,38,20,error,error
3016,38,21,149.24,0.8528
3017,38,22,error,error
3018,38,23,error,error
3019,38,24,error,error
3020,38,25,error,error
3021,38,26,error,error
3022,38,27,error,error
3023,38,28,24.9,0.6114
3024,38,29,error,error
3025,38,30,error,error
3026,38,31,error,error
3027,38,32,error,error
3028,38,33,error,error
3029,38,34,error,error
3030,38,35,error,error
3031,38,36,error,error
3032,38,37,error,error
3033,38,38,14426.6,0.8053
3034,38,40,1074.81,0.9377
3035,38,41,error,error
3036,38,42,47.66,0.5713
3037,38,44,error,error
3038,38,45,error,error
3039,38,46,error,error
3040,38,47,error,error
3041,38,48,error,error
3042,38,49,error,error
3043,38,51,error,error
3044,38,52,21.3,-0.1963
3045,38,54,error,error
3046,38,55,error,error
3047,38,56,error,error
3048,38,58,error,error
3049,38,59,error,error
3050,38,60,137.41,0.6433
3051,38,67,356.77,0.5815
3052,38,71,error,error
3053,38,72,117.92,0.4779
3054,38,74,240.0,0.3991
3055,38,77,error,error
3056,38,78,error,error
3057,38,79,804.58,0.9124
3058,38,80,663.96,0.9424
3059,38,81,540.55,0.9511
3060,38,82,1241.95,0.7929
3061,38,83,356.49,0.8584
3062,38,85,error,error
3063,38,87,242.07,0.6506
3064,38,90,3383.61,0.9093
3065,38,91,2705.84,0.9025
3066,38,92,4951.53,0.8977
3067,38,93,3388.3,0.8338
3068,38,94,2074.43,0.9143
3069,38,95,3388.32,0.9269
3070,38,96,931.42,0.9322
3071,38,97,749.08,0.9287
3072,38,98,error,error
3073,38,99,error,error
3074,38,39,error,error
3075,38,50,error,error
3076,38,43,error,error
3077,38,65,error,error
3078,39,1,14757.4,0.3536
3079,39,2,6919.29,0.9073
3080,39,3,error,error
3081,39,4,3229.05,0.9354
3082,39,5,error,error
3083,39,6,1595.74,0.5387
3084,39,7,12807.56,0.6716
3085,39,8,1919.98,0.9507
3086,39,9,error,error
3087,39,10,2206.23,0.8783
3088,39,11,2212.28,0.9054
3089,39,12,538.53,0.8999
3090,39,13,4574.88,0.9242
3091,39,14,2193.09,0.9001
3092,39,16,13577.79,0.5633
3093,39,17,1366.53,0.886
3094,39,18,error,error
3095,39,19,error,error
3096,39,20,1097.1,0.8803
3097,39,21,1412.68,0.8005
3098,39,22,1718.23,0.8751
3099,39,23,2237.88,0.8952
3100,39,24,1958.53,0.7437
3101,39,25,1398.41,0.832
3102,39,26,1637.62,0.8409
3103,39,27,292.05,0.7976
3104,39,28,135.67,0.7426
3105,39,29,1541.0,0.756
3106,39,30,626.45,0.8601
3107,39,31,error,error
3108,39,32,857.75,0.8555
3109,39,33,1030.88,0.8641
3110,39,34,1865.69,0.9023
3111,39,35,410.8,0.7947
3112,39,36,957.7,0.6567
3113,39,37,error,error
3114,39,38,8653.27,0.8222
3115,39,40,2654.77,0.9602
3116,39,41,1592.3,-0.1961
3117,39,42,1316.16,0.6874
3118,39,44,520.25,0.8841
3119,39,45,error,error
3120,39,46,3049.53,0.9208
3121,39,47,error,error
3122,39,48,error,error
3123,39,49,1968.33,0.7741
3124,39,51,error,error
3125,39,52,532.04,0.7191
3126,39,54,error,error
3127,39,55,1434.9,0.8297
3128,39,56,3877.32,-0.2636
3129,39,58,5119.32,-0.3515
3130,39,59,74.63,0.7271
3131,39,60,error,error
3132,39,67,error,error
3133,39,71,1749.4,0.7646
3134,39,72,13468.06,0.7282
3135,39,74,1506.45,0.9376
3136,39,77,error,error
3137,39,78,error,error
3138,39,79,error,error
3139,39,80,874.03,0.9322
3140,39,81,1254.95,0.9385
3141,39,82,6835.77,0.7166
3142,39,83,906.16,0.8526
3143,39,85,567.98,0.6505
3144,39,87,1530.82,0.8194
3145,39,90,6649.83,0.9212
3146,39,91,3033.72,0.9523
3147,39,92,11011.49,0.9096
3148,39,93,3088.83,0.9296
3149,39,94,4066.15,0.9385
3150,39,95,6953.38,0.9393
3151,39,96,5965.37,0.7963
3152,39,97,1520.46,0.9406
3153,39,98,1201.03,0.8822
3154,39,99,error,error
3155,39,39,error,error
3156,39,50,error,error
3157,39,43,error,error
3158,39,65,error,error
3159,40,1,7911.05,0.5493
3160,40,2,2769.18,0.8978
3161,40,3,946.34,0.8575
3162,40,4,1679.39,0.9351
3163,40,5,3201.37,0.7543
3164,40,6,724.99,0.7639
3165,40,7,4314.87,0.741
3166,40,8,1943.01,0.945
3167,40,9,14690.81,0.3805
3168,40,10,error,error
3169,40,11,7458.92,0.4428
3170,40,12,742.96,0.858
3171,40,13,2685.57,0.8774
3172,40,14,1739.14,0.8439
3173,40,16,6282.42,0.6537
3174,40,17,804.94,0.8842
3175,40,18,error,error
3176,40,19,error,error
3177,40,20,882.4,0.7524
3178,40,21,739.98,0.8799
3179,40,22,2526.72,0.5826
3180,40,23,2388.88,0.8344
3181,40,24,1568.83,0.4652
3182,40,25,3938.12,0.4227
3183,40,26,535.24,0.8695
3184,40,27,234.33,0.7369
3185,40,28,237.48,0.1228
3186,40,29,485.23,0.8403
3187,40,30,473.33,0.8214
3188,40,31,343.42,0.7066
3189,40,32,703.03,0.8309
3190,40,33,703.67,0.7828
3191,40,34,1483.7,0.805
3192,40,35,600.13,0.7004
3193,40,36,error,error
3194,40,37,1226.48,0.4383
3195,40,38,6351.39,0.8337
3196,40,40,1730.51,0.9509
3197,40,41,2145.81,-5.0945
3198,40,42,error,error
3199,40,44,310.14,0.8982
3200,40,45,error,error
3201,40,46,2344.03,0.7493
3202,40,47,error,error
3203,40,48,error,error
3204,40,49,error,error
3205,40,51,error,error
3206,40,52,283.92,0.6888
3207,40,54,error,error
3208,40,55,1140.6,0.7955
3209,40,56,2211.32,0.5943
3210,40,58,error,error
3211,40,59,error,error
3212,40,60,64.25,0.5609
3213,40,67,1802.45,0.7624
3214,40,71,1018.86,0.4579
3215,40,72,4706.38,0.8513
3216,40,74,1022.31,0.8996
3217,40,77,error,error
3218,40,78,error,error
3219,40,79,1552.51,0.882
3220,40,80,1402.42,0.9146
3221,40,81,1404.65,0.9328
3222,40,82,2644.37,0.8162
3223,40,83,349.72,0.8685
3224,40,85,548.55,0.6857
3225,40,87,3382.14,0.8636
3226,40,90,9082.22,0.8531
3227,40,91,3852.89,0.9104
3228,40,92,18283.85,0.818
3229,40,93,4374.6,0.8508
3230,40,94,2968.08,0.9241
3231,40,95,error,error
3232,40,96,1332.12,0.9196
3233,40,97,1697.71,0.9032
3234,40,98,1950.84,0.7395
3235,40,99,error,error
3236,40,39,error,error
3237,40,50,error,error
3238,40,43,error,error
3239,40,65,error,error
3240,41,1,9318.03,0.6138
3241,41,2,3155.1,0.939
3242,41,3,5638.19,0.733
3243,41,4,2303.43,0.9322
3244,41,5,4729.58,0.7747
3245,41,6,1255.61,0.727
3246,41,7,5352.09,0.8425
3247,41,8,1915.96,0.9455
3248,41,9,error,error
3249,41,10,2021.23,0.884
3250,41,11,2561.22,0.8315
3251,41,12,490.66,0.8994
3252,41,13,1914.39,0.9454
3253,41,14,2257.5,0.8706
3254,41,16,13735.46,0.4801
3255,41,17,1356.22,0.8906
3256,41,18,error,error
3257,41,19,error,error
3258,41,20,1112.67,0.8102
3259,41,21,740.99,0.8485
3260,41,22,1428.25,0.8631
3261,41,23,2056.67,0.9017
3262,41,24,1096.82,0.7903
3263,41,25,1160.88,0.866
3264,41,26,1209.88,0.8152
3265,41,27,612.97,0.5729
3266,41,28,133.31,0.7047
3267,41,29,519.71,0.8847
3268,41,30,703.57,0.7889
3269,41,31,876.26,0.6297
3270,41,32,917.51,0.8434
3271,41,33,1122.4,0.7993
3272,41,34,3060.71,0.7891
3273,41,35,821.3,0.6637
3274,41,36,1210.91,0.1893
3275,41,37,error,error
3276,41,38,8140.15,0.8451
3277,41,40,2937.8,0.9507
3278,41,41,1523.6,0.3722
3279,41,42,error,error
3280,41,44,802.74,0.8291
3281,41,45,error,error
3282,41,46,1470.22,0.9528
3283,41,47,error,error
3284,41,48,error,error
3285,41,49,2696.83,0.6277
3286,41,51,error,error
3287,41,52,1675.75,0.2453
3288,41,54,error,error
3289,41,55,error,error
3290,41,56,7224.79,0.373
3291,41,58,3583.12,0.4838
3292,41,59,367.79,0.0231
3293,41,60,190.65,0.6167
3294,41,67,error,error
3295,41,71,1010.68,0.82
3296,41,72,5956.94,0.8801
3297,41,74,1615.86,0.9183
3298,41,77,error,error
3299,41,78,error,error
3300,41,79,error,error
3301,41,80,1067.23,0.9445
3302,41,81,730.31,0.9657
3303,41,82,3057.43,0.8477
3304,41,83,359.35,0.9029
3305,41,85,1044.74,0.5338
3306,41,87,error,error
3307,41,90,3343.44,0.9556
3308,41,91,2393.26,0.9566
3309,41,92,6273.88,0.9495
3310,41,93,3374.95,0.9145
3311,41,94,3683.51,0.9303
3312,41,95,14453.86,0.8541
3313,41,96,457.17,0.8721
3314,41,97,1193.98,0.9448
3315,41,98,1119.82,0.8864
3316,41,99,error,error
3317,41,39,error,error
3318,41,50,error,error
3319,41,43,error,error
3320,41,65,error,error
3321,42,1,2392.98,0.7608
3322,42,2,1256.41,0.9234
3323,42,3,545.38,0.3667
3324,42,4,899.47,0.9408
3325,42,5,286.98,0.5407
3326,42,6,error,error
3327,42,7,910.13,-0.2186
3328,42,8,error,error
3329,42,9,87.74,0.5654
3330,42,10,74.95,0.8323
3331,42,11,198.69,0.777
3332,42,12,100.45,0.0529
3333,42,13,error,error
3334,42,14,274.57,0.7964
3335,42,16,140.42,0.8736
3336,42,17,135.18,0.7579
3337,42,18,error,error
3338,42,19,error,error
3339,42,20,error,error
3340,42,21,239.44,0.7877
3341,42,22,error,error
3342,42,23,error,error
3343,42,24,error,error
3344,42,25,152.46,-0.5183
3345,42,26,error,error
3346,42,27,error,error
3347,42,28,21.87,0.5446
3348,42,29,error,error
3349,42,30,error,error
3350,42,31,error,error
3351,42,32,error,error
3352,42,33,error,error
3353,42,34,error,error
3354,42,35,error,error
3355,42,36,error,error
3356,42,37,error,error
3357,42,38,error,error
3358,42,40,1281.08,0.9365
3359,42,41,error,error
3360,42,42,54.82,0.714
3361,42,44,error,error
3362,42,45,error,error
3363,42,46,1275.65,0.7973
3364,42,47,error,error
3365,42,48,error,error
3366,42,49,error,error
3367,42,51,error,error
3368,42,52,10.95,0.5588
3369,42,54,error,error
3370,42,55,error,error
3371,42,56,error,error
3372,42,58,error,error
3373,42,59,30.84,0.2965
3374,42,60,99.46,0.6405
3375,42,67,error,error
3376,42,71,error,error
3377,42,72,error,error
3378,42,74,error,error
3379,42,77,error,error
3380,42,78,error,error
3381,42,79,2074.32,0.8414
3382,42,80,1085.03,0.9237
3383,42,81,1171.6,0.9284
3384,42,82,2639.25,0.6415
3385,42,83,532.6,0.86
3386,42,85,error,error
3387,42,87,error,error
3388,42,90,5967.73,0.8894
3389,42,91,8623.51,0.801
3390,42,92,8466.49,0.8998
3391,42,93,3334.5,0.9001
3392,42,94,2205.2,0.9422
3393,42,95,10421.99,0.8366
3394,42,96,1059.5,0.9351
3395,42,97,1746.46,0.9029
3396,42,98,1221.89,0.7889
3397,42,99,error,error
3398,42,39,error,error
3399,42,50,error,error
3400,42,43,error,error
3401,42,65,error,error
3402,43,1,9576.01,-0.543
3403,43,2,3883.85,0.8061
3404,43,3,1305.24,-0.151
3405,43,4,1583.3,0.9087
3406,43,5,error,error
3407,43,6,error,error
3408,43,7,180.39,0.6471
3409,43,8,589.49,0.9544
3410,43,9,298.88,-0.1691
3411,43,10,94.28,0.8018
3412,43,11,error,error
3413,43,12,28.32,0.6178
3414,43,13,823.6,0.9529
3415,43,14,error,error
3416,43,16,591.37,0.775
3417,43,17,250.76,0.3953
3418,43,18,error,error
3419,43,19,error,error
3420,43,20,error,error
3421,43,21,161.31,0.894
3422,43,22,error,error
3423,43,23,error,error
3424,43,24,error,error
3425,43,25,error,error
3426,43,26,error,error
3427,43,27,error,error
3428,43,28,error,error
3429,43,29,error,error
3430,43,30,error,error
3431,43,31,error,error
3432,43,32,error,error
3433,43,33,error,error
3434,43,34,error,error
3435,43,35,error,error
3436,43,36,error,error
3437,43,37,error,error
3438,43,38,16560.46,0.7282
3439,43,40,2598.48,0.8493
3440,43,41,error,error
3441,43,42,40.6,0.7729
3442,43,44,error,error
3443,43,45,error,error
3444,43,46,2379.29,0.6253
3445,43,47,error,error
3446,43,48,error,error
3447,43,49,error,error
3448,43,51,error,error
3449,43,52,error,error
3450,43,54,error,error
3451,43,55,error,error
3452,43,56,error,error
3453,43,58,error,error
3454,43,59,error,error
3455,43,60,error,error
3456,43,67,676.4,0.4919
3457,43,71,error,error
3458,43,72,error,error
3459,43,74,299.07,0.6319
3460,43,77,error,error
3461,43,78,error,error
3462,43,79,22057.02,-0.775
3463,43,80,error,error
3464,43,81,692.67,0.9642
3465,43,82,573.24,0.9282
3466,43,83,705.81,0.8448
3467,43,85,error,error
3468,43,87,error,error
3469,43,90,5733.44,0.906
3470,43,91,2778.38,0.9185
3471,43,92,7491.48,0.9067
3472,43,93,2817.39,0.921
3473,43,94,6708.52,0.8675
3474,43,95,6713.83,0.9077
3475,43,96,1647.12,0.936
3476,43,97,1337.99,0.9302
3477,43,98,error,error
3478,43,99,error,error
3479,43,39,error,error
3480,43,50,error,error
3481,43,43,error,error
3482,43,65,error,error
3483,44,1,1774.81,0.7915
3484,44,2,1415.71,0.8653
3485,44,3,335.24,0.5161
3486,44,4,498.01,0.9394
3487,44,5,516.78,0.5469
3488,44,6,error,error
3489,44,7,715.41,-0.3742
3490,44,8,415.4,0.9217
3491,44,9,error,error
3492,44,10,109.49,-0.2882
3493,44,11,146.24,0.6989
3494,44,12,49.7,0.4984
3495,44,13,504.94,0.9366
3496,44,14,246.34,0.7106
3497,44,16,2463.28,-1.6316
3498,44,17,87.05,0.7052
3499,44,18,error,error
3500,44,19,error,error
3501,44,20,error,error
3502,44,21,102.53,0.8856
3503,44,22,error,error
3504,44,23,error,error
3505,44,24,error,error
3506,44,25,59.27,-0.5731
3507,44,26,error,error
3508,44,27,error,error
3509,44,28,36.59,0.4713
3510,44,29,error,error
3511,44,30,error,error
3512,44,31,error,error
3513,44,32,error,error
3514,44,33,error,error
3515,44,34,error,error
3516,44,35,error,error
3517,44,36,error,error
3518,44,37,error,error
3519,44,38,error,error
3520,44,40,1157.83,0.9292
3521,44,41,error,error
3522,44,42,error,error
3523,44,44,error,error
3524,44,45,error,error
3525,44,46,1124.27,0.8051
3526,44,47,error,error
3527,44,48,error,error
3528,44,49,error,error
3529,44,51,error,error
3530,44,52,44.97,-2.1794
3531,44,54,error,error
3532,44,55,error,error
3533,44,56,error,error
3534,44,58,error,error
3535,44,59,error,error
3536,44,60,151.06,0.5821
3537,44,67,error,error
3538,44,71,error,error
3539,44,72,error,error
3540,44,74,error,error
3541,44,77,error,error
3542,44,78,error,error
3543,44,79,514.21,0.8961
3544,44,80,361.25,0.936
3545,44,81,error,error
3546,44,82,2523.28,0.4306
3547,44,83,156.92,0.821
3548,44,85,error,error
3549,44,87,355.28,-0.0018
3550,44,90,1333.71,0.9606
3551,44,91,1026.39,0.9478
3552,44,92,2424.95,0.945
3553,44,93,735.56,0.943
3554,44,94,3089.71,0.8858
3555,44,95,2024.34,0.9431
3556,44,96,396.05,0.8688
3557,44,97,408.6,0.9443
3558,44,98,404.15,0.8825
3559,44,99,error,error
3560,44,39,error,error
3561,44,50,error,error
3562,44,43,error,error
3563,44,65,error,error
3564,45,1,7917.15,0.5015
3565,45,2,4964.46,0.8623
3566,45,3,2697.72,0.7529
3567,45,4,1835.38,0.9248
3568,45,5,4795.16,0.5787
3569,45,6,1625.26,0.3219
3570,45,7,4655.19,0.7618
3571,45,8,1851.21,0.9467
3572,45,9,9002.75,0.4832
3573,45,10,1818.94,0.8702
3574,45,11,7804.89,0.4781
3575,45,12,error,error
3576,45,13,2235.54,0.9178
3577,45,14,1649.98,0.8461
3578,45,16,964769.57,-43.1438
3579,45,17,1579.36,0.8373
3580,45,18,error,error
3581,45,19,374.4,0.7176
3582,45,20,error,error
3583,45,21,532.63,0.8616
3584,45,22,1176.16,0.8339
3585,45,23,3167.1,0.8538
3586,45,24,1599.84,0.7031
3587,45,25,2561.27,0.6864
3588,45,26,3746.28,0.432
3589,45,27,350.39,0.6424
3590,45,28,154.89,0.7121
3591,45,29,1314.09,0.6888
3592,45,30,796.97,0.7389
3593,45,31,627.66,0.747
3594,45,32,1573.83,0.6055
3595,45,33,1068.46,0.7938
3596,45,34,3251.73,0.797
3597,45,35,1582.33,0.3957
3598,45,36,1136.23,0.3452
3599,45,37,error,error
3600,45,38,6483.17,0.8834
3601,45,40,8720.99,0.7743
3602,45,41,1476.42,0.3781
3603,45,42,1146.21,0.7626
3604,45,44,544.89,0.787
3605,45,45,error,error
3606,45,46,1984.79,0.857
3607,45,47,error,error
3608,45,48,error,error
3609,45,49,error,error
3610,45,51,error,error
3611,45,52,319.42,0.7485
3612,45,54,error,error
3613,45,55,error,error
3614,45,56,4492.5,0.0483
3615,45,58,error,error
3616,45,59,2335.9,-13.1418
3617,45,60,95.95,0.5075
3618,45,67,2367.86,0.6236
3619,45,71,1480.95,0.5796
3620,45,72,10266.51,0.6414
3621,45,74,error,error
3622,45,77,error,error
3623,45,78,error,error
3624,45,79,1067.21,0.9285
3625,45,80,error,error
3626,45,81,1228.84,0.915
3627,45,82,2472.34,0.8154
3628,45,83,490.73,0.1747
3629,45,85,405.57,0.7691
3630,45,87,1427.99,0.8114
3631,45,90,2032.74,0.913
3632,45,91,1482.07,0.9095
3633,45,92,4029.5,0.9165
3634,45,93,1267.41,0.6157
3635,45,94,error,error
3636,45,95,5912.27,0.8896
3637,45,96,error,error
3638,45,97,726.87,0.8913
3639,45,98,error,error
3640,45,99,error,error
3641,45,39,error,error
3642,45,50,error,error
3643,45,43,error,error
3644,45,65,error,error
